order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
858583,862628,Scott Mcintyre,851569,Baby Bottles,Baby Products,Wallet,63,702.07,2024-09-11 04:31,Japan,Sapporo,www.target.com,17ce89d0,N,Payment Declined
23737,457615,Adam Hall,967403,Air Conditioner,Home Appliances,UPI,28,518.27,2024-03-19 05:25,India,Bengaluru,www.walmart.com,8eb7f523,N,Payment Declined
206319,60414,Brandy Peters,14118,Chia Seeds,Groceries,CreditCard,84,1349.63,2024-07-31 10:11,India,Hyderabad,www.target.com,f7276678,Y,
35924,75463,Anna Moss,204543,Jacket,Fashion,UPI,20,196.45,2023-12-11 21:19,Canada,Ottawa,www.walmart.com,4192fdf5,Y,
276054,916045,Sylvia Martinez,448099,Dumbbells,Fitness & Sports,NetBanking,89,1114.93,2023-10-13 10:02,Japan,Tokyo,www.flipkart.com,79e69253,Y,
814082,35468,Amy Contreras,636202,Lawn Mower,Garden & Outdoors,CreditCard,66,581.7,2024-06-24 09:38,Canada,Calgary,www.flipkart.com,523dd6f9,N,Insufficient Funds
650743,61236,Laura Stevens,589604,Baby Lotion,Baby Products,NetBanking,29,231.81,2023-11-21 12:36,India,Mumbai,www.flipkart.com,aeab3d57,Y,
450898,546247,Tammy Williams,28584,Fitness Tracker,Fitness & Sports,Wallet,44,1212.56,2024-05-07 10:23,India,Mumbai,www.bestbuy.com,3ce8ad3a,N,Insufficient Funds
282666,975051,Terrence Mcdonald,782594,Olive Oil,Groceries,CreditCard,56,474.24,2024-03-09 16:52,Australia,Melbourne,www.flipkart.com,0e8bdcf4,N,Insufficient Funds
10339,372282,Gene Mejia,347320,Textbook,Books,Wallet,-22,2354.05,2024-09-03 06:23,Japan,Yokohama,www.shopify.com,fe45377d,Error,Payment Declined
875790,460326,Jason Bauer,148537,Baby Monitor,Baby Products,Wallet,98,1965.04,2023-12-02 12:46,Australia,Sydney,www.bestbuy.com,cc06fa24,Y,
925383,747207,Andrea Green,904966,Diapers,Baby Products,NetBanking,20,196.34,2024-04-12 11:30,Canada,Calgary,www.walmart.com,c0f3e8ef,N,Transaction Timeout
623336,292034,Kelly Fischer,191471,Air Conditioner,Home Appliances,CreditCard,39,987.09,2024-07-02 03:05,Canada,Calgary,www.flipkart.com,7f4b8e68,Y,
181936,262088,Jose Wilson,597431,Non-Fiction,Books,Wallet,42,988.52,2024-01-16 14:31,Canada,Montreal,www.walmart.com,6d622b89,N,Payment Declined
502066,807225,Tara Farley,27880,Dumbbells,Fitness & Sports,Wallet,99,583.31,2024-07-27 04:36,India,Delhi,www.bestbuy.com,806e0dee,Y,
798095,227728,Yolanda Hansen,401995,File Folders,Office Supplies,CreditCard,-43,2571.98,2024-08-27 08:21,India,Chennai,www.walmart.com,21209606,Unknown,Payment Declined
1237,31032,John Jones,179136,Air Conditioner,Home Appliances,UPI,10,1975.22,2024-08-01 20:04,Canada,Toronto,www.shopify.com,50909111,Y,
561698,220177,Roy Black,909061,Headphones,Electronics,Wallet,25,1572.1,2024-04-12 16:38,Japan,Sapporo,www.bestbuy.com,2c211b11,N,Expired Card
375208,868047,Jeffrey Murray,134140,Air Conditioner,Home Appliances,CreditCard,48,245.82,2024-01-15 13:29,Canada,Montreal,www.walmart.com,20fa8a0d,N,Payment Declined
982757,217698,Bradley Henry,74872,File Folders,Office Supplies,NetBanking,9,743.81,2024-03-24 18:38,Japan,Sapporo,www.target.com,202a5fbe,N,Transaction Timeout
180925,506222,Ashley White,527594,Textbook,Books,UPI,26,101.12,2024-07-19 15:32,Canada,Calgary,www.bestbuy.com,5c9c1abf,N,Expired Card
584175,297449,Terri Perez,950913,Air Conditioner,Home Appliances,NetBanking,74,384.95,2024-04-29 19:59,Canada,Calgary,www.flipkart.com,14b4e638,N,Expired Card
218688,832745,Sabrina Sparks,135469,Flip Flops,Footwear,Wallet,32,1254.91,2024-09-16 01:04,Canada,Montreal,www.shopify.com,b31f0516,N,Expired Card
132132,917570,Darryl Larson,25355,Dumbbells,Fitness & Sports,Wallet,46,674.42,2024-02-11 19:23,Japan,Yokohama,www.flipkart.com,9172dcc9,N,Payment Declined
642888,675073,Karen Brown,949608,Air Conditioner,Home Appliances,Wallet,95,1060.16,2024-06-06 13:27,India,Chennai,www.walmart.com,9ff2f5c7,N,Expired Card
820936,247675,Juan Miller,174053,Flip Flops,Footwear,Wallet,72,1960.56,2024-01-28 01:44,India,Chennai,www.walmart.com,b59893e9,N,Insufficient Funds
72136,544809,Erika Dyer,247480,Whiteboard,Office Supplies,CreditCard,3,494.72,2024-05-31 21:00,Australia,Melbourne,www.target.com,1a3735b3,N,Transaction Timeout
518315,224546,Dylan Johnson,194018,Fitness Tracker,Fitness & Sports,UPI,74,1984.95,2024-09-21 14:14,India,Delhi,www.flipkart.com,6269090d,N,Payment Declined
506276,426439,Stacie Thomas,278019,Diapers,Baby Products,UPI,78,1544.22,2023-10-21 03:24,Canada,Ottawa,www.bestbuy.com,d7f136b6,Y,
20842,710966,Lauren King,724313,Olive Oil,Groceries,Wallet,100,1748.36,2023-10-14 05:10,India,Bengaluru,www.flipkart.com,5943f527,Y,
325656,326586,Donald Merritt,81229,Baby Monitor,Baby Products,Wallet,30,1752.94,2024-10-01 06:31,Canada,Ottawa,www.walmart.com,707e7b42,N,Expired Card
300474,962736,George Mills,101789,Air Conditioner,Home Appliances,NetBanking,22,493.98,2024-02-25 16:06,Australia,Melbourne,www.target.com,2d0c88a7,Y,
869502,949261,Anthony Rodriguez,607959,Chia Seeds,Groceries,Wallet,47,1214.68,2024-04-12 22:43,Australia,Brisbane,www.flipkart.com,dd97d111,N,Insufficient Funds
557543,892234,Jerry Olson,342505,Organic Rice,Groceries,NetBanking,84,1398.58,2024-04-30 03:41,Australia,Perth,www.flipkart.com,a6751dec,Y,
377638,558766,Cesar White III,790588,Sneakers,Fashion,Wallet,90,848.52,2024-03-09 21:57,Australia,Perth,www.target.com,0de1fcc8,N,Payment Declined
76306,833396,David Wilson,891741,Sneakers,Fashion,NetBanking,43,1594.83,2024-03-01 15:05,Canada,Montreal,www.target.com,949ce12e,Y,
503887,191804,Mary Sampson,626820,Textbook,Books,UPI,62,1051.02,2024-07-23 06:49,Japan,Sapporo,www.shopify.com,3a6eede7,Y,
226802,990035,Ryan Olsen,317667,Desk Chair,Office Supplies,UPI,-26,1362.66,2024-05-27 12:56,Australia,Perth,www.flipkart.com,7f4ec335,Error,Transaction Timeout
708500,653741,Catherine Reynolds MD,801373,Lawn Mower,Garden & Outdoors,UPI,8,280.74,2024-09-28 13:25,Australia,Sydney,www.shopify.com,4e2b0da9,Y,
38042,806911,Matthew Perry,227454,Fitness Tracker,Fitness & Sports,NetBanking,100,1669.69,2024-08-19 18:24,India,Delhi,www.shopify.com,316ee214,N,Transaction Timeout
430367,870552,David Moreno,883699,Dumbbells,Fitness & Sports,CreditCard,16,340.59,2023-11-05 16:31,Canada,Montreal,www.bestbuy.com,320e0916,N,Insufficient Funds
758361,782745,Alicia Holmes,797215,Baby Bottles,Baby Products,Wallet,63,1163.08,2024-06-28 06:29,Japan,Kyoto,www.target.com,06115b22,Y,
392811,617891,Ms. Kelly Sosa,892487,Treadmill,Fitness & Sports,Wallet,-70,553.82,2024-08-05 08:42,India,Delhi,www.target.com,1e27f726,Unknown,Expired Card
242696,111231,Cheryl Hayden,71466,Olive Oil,Groceries,NetBanking,26,1620.96,2024-04-06 02:26,India,Hyderabad,www.target.com,2e8f2c8a,Y,
302619,1360,John Contreras,964055,Baby Bottles,Baby Products,Wallet,39,878.98,2024-06-04 09:39,Japan,Tokyo,www.target.com,3fb89910,Y,
264396,244977,Dawn Ochoa,344696,Dumbbells,Fitness & Sports,UPI,9,1772.27,2024-06-27 03:16,Canada,Vancouver,www.flipkart.com,65f5bfdc,N,Expired Card
636681,48965,Christine Winters,565626,Dumbbells,Fitness & Sports,UPI,35,1450.34,2024-04-10 11:22,India,Chennai,www.flipkart.com,cac5f6c5,Y,
340625,915736,Mary Fleming,618031,Organic Rice,Groceries,Wallet,56,1768.63,2024-08-28 06:22,Canada,Ottawa,www.target.com,a5bedb0b,Y,
630830,75242,Kristen Wright,948582,Chia Seeds,Groceries,UPI,70,649.43,2024-08-05 09:43,Canada,Montreal,www.flipkart.com,8fc02601,Y,
965367,808532,Lisa Russell,347788,Sunglasses,Fashion,UPI,10,1024.37,2024-07-07 22:41,Canada,Montreal,www.bestbuy.com,d7572f1f,Y,
619498,997201,Kimberly Simmons,769887,Microwave,Home Appliances,UPI,76,1347.44,2024-08-01 23:18,Canada,Montreal,www.walmart.com,bb6451ac,N,Payment Declined
673022,875060,Gina Martinez,232837,Comic Book,Books,Wallet,16,1361.25,2024-06-27 00:41,Australia,Brisbane,www.shopify.com,fef32e0f,N,Transaction Timeout
362444,183603,Joyce Johnson,715149,Refrigerator,Home Appliances,Wallet,50,1531.09,2023-10-11 07:34,Australia,Perth,www.target.com,46bed74e,N,Insufficient Funds
114098,315278,Kristen Sanders,388723,Sneakers,Fashion,CreditCard,81,1744.9,2024-06-16 15:18,India,Chennai,www.bestbuy.com,d18a45d9,N,Transaction Timeout
466273,425868,Danielle Johnson,909897,Textbook,Books,Wallet,89,1963.95,2024-03-19 07:33,Australia,Adelaide,www.flipkart.com,26397d55,Y,
635745,176939,Adam Rios,229318,Treadmill,Fitness & Sports,UPI,64,268.33,2024-06-30 00:24,Japan,Yokohama,www.walmart.com,618a018d,Y,
922088,221752,Edward Black,454228,Sunglasses,Fashion,UPI,54,1771.09,2024-04-28 10:39,Canada,Toronto,www.walmart.com,899eb54d,N,Payment Declined
349275,348295,Shannon Warner,948671,Olive Oil,Groceries,CreditCard,94,1188.95,2023-11-16 06:19,Australia,Adelaide,www.target.com,6d1e12fd,N,Insufficient Funds
777296,597105,Melanie Diaz,32473,Desk Chair,Office Supplies,Wallet,66,1760.38,2024-05-07 04:34,Australia,Melbourne,www.shopify.com,b9b07d31,Y,
881350,523957,Dylan Phillips,843420,Flip Flops,Footwear,UPI,76,311.83,2023-11-09 23:26,Canada,Ottawa,www.shopify.com,292a92b8,N,Transaction Timeout
185011,889827,Thomas Knight,3103,Non-Fiction,Books,Wallet,34,1632.71,2024-08-08 10:05,Canada,Ottawa,www.flipkart.com,d16f0cda,Y,
361376,18487,April Brown,353882,Refrigerator,Home Appliances,UPI,70,459.97,2024-09-06 14:45,India,Delhi,www.shopify.com,95584d91,N,Insufficient Funds
805335,672647,Lisa Castro,855207,Refrigerator,Home Appliances,Wallet,98,271.26,2024-02-27 19:38,Australia,Sydney,www.shopify.com,bfe4ece9,Y,
727918,489238,Amanda Leblanc,689481,Patio Furniture,Garden & Outdoors,CreditCard,22,728.27,2023-12-27 15:21,Australia,Brisbane,www.target.com,56471294,N,Expired Card
803578,850161,Derek Howell,398507,Baby Monitor,Baby Products,Wallet,51,747.26,2024-03-07 20:52,Japan,Sapporo,www.flipkart.com,79809603,N,Payment Declined
57939,994098,Luke Johnson,834496,Organic Rice,Groceries,NetBanking,53,309.12,2023-12-09 08:08,India,Bengaluru,www.target.com,b8d79893,N,Transaction Timeout
8820,741304,Cindy Barber,590700,Running Shoes,Footwear,Wallet,43,1240.97,2024-06-25 03:43,Australia,Melbourne,www.flipkart.com,5103aa86,Y,
266021,451439,Marcus Grimes,337168,Formal Shoes,Footwear,CreditCard,45,522.76,2023-12-23 05:00,India,Hyderabad,www.shopify.com,9a1f8387,N,Payment Declined
86669,285966,Robin Hernandez,329398,Fitness Tracker,Fitness & Sports,UPI,8,1110.92,2024-05-08 23:25,Canada,Toronto,www.flipkart.com,14c5a193,N,Payment Declined
351141,95806,Rick Mayer,419146,Jacket,Fashion,Wallet,39,1057.56,2023-11-26 23:48,India,Delhi,www.target.com,f3492c6e,N,Payment Declined
655296,232993,Maria Bird,477070,Baby Monitor,Baby Products,CreditCard,76,1322.2,2024-05-20 13:27,Canada,Ottawa,www.target.com,9fb37795,N,Payment Declined
577769,806844,Michelle Peterson,529771,Fiction Novel,Books,Wallet,12,1916.34,2024-06-20 15:11,Canada,Vancouver,www.shopify.com,5cbd91ea,Y,
264268,544734,Ryan Singh,724419,Non-Fiction,Books,UPI,56,1032.63,2024-04-05 05:41,Australia,Sydney,www.target.com,37629da0,Y,
447235,58647,Briana Spencer,506588,Yoga Mat,Fitness & Sports,NetBanking,51,32.25,2024-07-29 21:07,India,Delhi,www.bestbuy.com,ffc212e0,N,Transaction Timeout
941514,267947,Debra Spencer,381501,Patio Furniture,Garden & Outdoors,UPI,18,1687.12,2023-12-26 06:15,Canada,Vancouver,www.flipkart.com,c6f7ad0a,N,Insufficient Funds
349441,925249,Gina Sellers,374288,Baby Bottles,Baby Products,Wallet,10,101.89,2023-10-25 19:46,Canada,Ottawa,www.target.com,e07982ab,Y,
957867,234009,Brittany Galvan,913339,Flip Flops,Footwear,CreditCard,70,398.3,2024-08-19 21:21,Canada,Ottawa,www.bestbuy.com,6568d6f8,N,Insufficient Funds
26035,674306,Carmen Day,70192,Smartphone,Electronics,Wallet,3,1232.23,2024-07-09 12:19,India,Chennai,www.shopify.com,3b5f6904,Y,
208059,909844,Eduardo Pearson,113932,Jacket,Fashion,CreditCard,26,430.59,2023-11-08 15:23,Australia,Adelaide,www.target.com,17c0ed1e,Y,
799001,324739,Susan Key,271215,Microwave,Home Appliances,CreditCard,47,1538.77,2023-11-09 20:50,India,Chennai,www.shopify.com,266333b1,N,Transaction Timeout
269334,6825,Michael Lee,455575,Sneakers,Fashion,Wallet,16,40.94,2024-03-18 18:19,Canada,Toronto,www.flipkart.com,9f5c3d98,N,Payment Declined
536273,713662,Nicholas Nguyen,718621,Chia Seeds,Groceries,UPI,35,137.72,2024-08-24 20:13,India,Delhi,www.flipkart.com,dfbc0f8e,N,Expired Card
979018,336112,Patricia James,683728,Baby Lotion,Baby Products,NetBanking,79,1464.44,2024-07-10 08:24,Canada,Montreal,www.walmart.com,1a191a73,N,Payment Declined
696115,729975,Jesse Kaufman,531220,Yoga Mat,Fitness & Sports,CreditCard,39,108.02,2024-05-30 15:41,Canada,Toronto,www.walmart.com,858d6a8d,N,Payment Declined
890026,552878,Tanya Ortega,423412,Flip Flops,Footwear,NetBanking,18,136.38,2024-09-12 03:16,Australia,Sydney,www.shopify.com,155a0759,N,Expired Card
226278,292000,Robert Moreno,412481,Patio Furniture,Garden & Outdoors,Wallet,81,922.32,2023-12-07 04:15,India,Delhi,www.walmart.com,68070174,N,Payment Declined
295652,178100,David Boone,847864,Organic Rice,Groceries,CreditCard,93,1279.08,2024-08-08 07:35,Japan,Kyoto,www.shopify.com,94b4d773,Y,
860968,154807,Lisa Walker,313425,Handbag,Fashion,NetBanking,46,976.52,2024-03-12 11:06,Australia,Melbourne,www.walmart.com,a417a6e4,N,Expired Card
589414,899791,Kristin Smith,365961,Desk Chair,Office Supplies,CreditCard,21,650.54,2024-03-31 18:14,Australia,Brisbane,www.shopify.com,ab0e023e,N,Expired Card
725763,818515,Kylie Charles,395219,Olive Oil,Groceries,NetBanking,77,115.25,2023-12-04 03:46,Australia,Melbourne,www.flipkart.com,0773aa39,N,Insufficient Funds
308790,736512,Jonathan Mccarthy,370389,Watering Can,Garden & Outdoors,Wallet,58,1789.53,2024-08-01 15:49,Japan,Osaka,www.target.com,7d41610a,Y,
566945,509054,Austin Sanchez,844942,Refrigerator,Home Appliances,NetBanking,42,534.44,2023-12-02 16:16,Japan,Yokohama,www.bestbuy.com,33a08a70,Y,
334662,16239,Mary Collins,27643,Comic Book,Books,UPI,34,1416.08,2024-02-01 10:31,Canada,Montreal,www.walmart.com,e54f0adc,N,Payment Declined
474520,931305,Jason Lewis,277722,Microwave,Home Appliances,CreditCard,2,1328.52,2024-09-02 11:59,Japan,Sapporo,www.bestbuy.com,199df55f,N,Expired Card
621892,763913,Richard Jenkins,105196,Diapers,Baby Products,CreditCard,45,45.63,2024-03-17 14:33,Australia,Brisbane,www.bestbuy.com,d2f47562,Y,
893463,292864,Kimberly Joseph,134186,Olive Oil,Groceries,CreditCard,14,1017.86,2023-12-19 18:58,India,Bengaluru,www.bestbuy.com,16aed88a,N,Transaction Timeout
828798,648539,Wayne Fleming,312396,Bluetooth Speaker,Electronics,UPI,69,921.5,2024-07-10 17:44,Canada,Toronto,www.bestbuy.com,aadcb14a,Y,
93591,763112,Cynthia Hayes,276057,Non-Fiction,Books,UPI,36,854.21,2024-04-26 11:29,Australia,Perth,www.flipkart.com,7617bf5e,Y,
178485,870060,Howard Martinez,559059,Smartphone,Electronics,UPI,51,359.33,2023-12-09 09:15,Canada,Ottawa,www.target.com,7b82405c,N,Expired Card
350320,174234,Luke Miles,464189,Comic Book,Books,NetBanking,1,695.36,2024-05-19 12:27,Japan,Kyoto,www.walmart.com,22e74660,N,Transaction Timeout
768162,802073,Hannah Coleman,340488,Running Shoes,Footwear,NetBanking,42,936.24,2024-02-21 18:38,Canada,Calgary,www.shopify.com,c4a84032,N,Payment Declined
153307,969946,Sherry Hart,420894,Boots,Footwear,Wallet,86,695.73,2023-10-22 17:59,India,Bengaluru,www.walmart.com,633ef188,N,Insufficient Funds
536346,799590,Pamela Acosta,391913,Jacket,Fashion,Wallet,6,275.29,2023-10-21 18:34,India,Delhi,www.walmart.com,813f0cc9,Y,
921072,766158,Joseph Matthews,933663,Lawn Mower,Garden & Outdoors,NetBanking,58,1954.46,2024-06-07 03:10,India,Chennai,www.flipkart.com,d0e1b44e,N,Transaction Timeout
68046,203004,Philip Buck,5484,Fitness Tracker,Fitness & Sports,UPI,77,763.37,2024-01-29 17:20,Australia,Melbourne,www.walmart.com,6d10a2bf,N,Insufficient Funds
523291,200073,Jenna Ayala,392466,Non-Fiction,Books,NetBanking,40,70.81,2024-08-27 01:38,Australia,Sydney,www.bestbuy.com,4ee70436,Y,
490979,52136,Alyssa Gonzales,525004,Lawn Mower,Garden & Outdoors,UPI,33,315.89,2023-12-13 08:46,Australia,Brisbane,www.flipkart.com,f7e52f66,N,Insufficient Funds
727505,142565,Joshua Cuevas,652169,Microwave,Home Appliances,Wallet,37,241.35,2023-10-04 21:10,Australia,Perth,www.flipkart.com,d5ae1c08,Y,
162520,804353,Anna Swanson,63449,Watering Can,Garden & Outdoors,Wallet,-48,1013.75,2024-02-26 17:48,Australia,Sydney,www.bestbuy.com,3b4e7797,Error,Insufficient Funds
941371,853610,Amanda Levine,824562,Fiction Novel,Books,UPI,7,1638.35,2023-10-29 17:48,Canada,Toronto,www.target.com,61075ed7,Y,
706279,536643,Anthony Jones,361892,Yoga Mat,Fitness & Sports,Wallet,100,1982.06,2024-05-08 03:12,India,Delhi,www.bestbuy.com,e715ea8f,Y,
838717,581827,John Young III,571223,Running Shoes,Footwear,NetBanking,96,1338.89,2023-11-27 06:02,Japan,Yokohama,www.walmart.com,cc2689b3,Y,
673154,469504,Phillip Cole,719936,Sneakers,Fashion,Wallet,91,1203.49,2023-11-27 06:03,Australia,Sydney,www.bestbuy.com,ebab5220,Y,
947140,488398,Kimberly Carter,315586,Smartphone,Electronics,NetBanking,11,470.83,2024-07-12 11:41,Japan,Kyoto,www.walmart.com,6dd55025,Y,
622845,703266,Elizabeth Wright,590719,Running Shoes,Footwear,CreditCard,82,1664.54,2024-02-09 13:33,India,Chennai,www.walmart.com,4a8e293d,N,Payment Declined
834462,236682,David Morgan,962338,Sunglasses,Fashion,Wallet,41,1686.24,2024-08-24 11:49,Japan,Sapporo,www.shopify.com,5bb6d59a,Y,
176467,910767,Melissa Richardson,459157,Fitness Tracker,Fitness & Sports,Wallet,37,263.51,2024-08-04 00:28,Japan,Kyoto,www.flipkart.com,814bf208,N,Insufficient Funds
910419,231333,James Daniels,155136,Bluetooth Speaker,Electronics,Wallet,41,1694.29,2024-09-23 13:38,Australia,Sydney,www.flipkart.com,ccbc381d,N,Payment Declined
224782,165083,Chelsea Lane,831791,Smartphone,Electronics,UPI,56,367.7,2023-12-10 00:41,Australia,Melbourne,www.shopify.com,64e9ef95,Y,
908477,292324,Frank Barton,924807,Desk Chair,Office Supplies,Wallet,-82,240.6,2024-04-16 22:09,Japan,Yokohama,www.walmart.com,b8ecf481,Unknown,Insufficient Funds
610979,645907,Steven Watkins,629460,Formal Shoes,Footwear,CreditCard,24,486.21,2024-08-17 18:23,Australia,Perth,www.shopify.com,2a7e942e,N,Insufficient Funds
223908,310206,Jacqueline Smith,274594,Comic Book,Books,Wallet,13,142.68,2024-06-07 15:41,Canada,Vancouver,www.shopify.com,bc459558,Y,
35173,206595,William Johnson,733742,Desk Chair,Office Supplies,NetBanking,47,13.17,2024-07-01 04:43,Australia,Perth,www.flipkart.com,b929256c,N,Insufficient Funds
361588,760284,Emily Lopez,877737,Sneakers,Fashion,Wallet,-70,2098.57,2024-07-27 05:47,Japan,Osaka,www.shopify.com,31240922,Unknown,Expired Card
589040,640745,Francisco Smith,307982,Watering Can,Garden & Outdoors,Wallet,4,298.5,2024-04-26 12:49,Japan,Yokohama,www.walmart.com,2cd35f0e,N,Payment Declined
408756,125964,Martha Vargas,312098,File Folders,Office Supplies,UPI,31,1249.91,2023-10-16 01:20,Canada,Vancouver,www.shopify.com,6300c689,Y,
440618,705944,Andrea Fuller,355726,Boots,Footwear,UPI,100,593.67,2024-08-27 05:22,Japan,Sapporo,www.walmart.com,c359be34,Y,
987138,651526,Jessica Anderson,567201,Sneakers,Fashion,UPI,96,1782.51,2024-01-11 20:36,India,Bengaluru,www.walmart.com,e0381a52,N,Expired Card
826020,464435,David Baker,737159,Organic Rice,Groceries,CreditCard,72,1909.38,2024-05-25 22:32,Australia,Adelaide,www.bestbuy.com,72c66d01,Y,
57512,633093,David Ford,489154,Dumbbells,Fitness & Sports,CreditCard,47,30.73,2023-12-01 21:07,Australia,Melbourne,www.walmart.com,b7502322,N,Transaction Timeout
525902,818635,Laura Robinson,786838,Fitness Tracker,Fitness & Sports,Wallet,41,979.66,2024-06-29 04:56,Australia,Brisbane,www.target.com,d9ad6ff9,N,Transaction Timeout
584796,668415,Deborah Jensen,725350,Organic Rice,Groceries,UPI,99,18.88,2024-01-25 08:41,Australia,Melbourne,www.walmart.com,e80af1e5,N,Insufficient Funds
967688,111119,Nancy Howard,319978,Garden Hose,Garden & Outdoors,UPI,30,658.13,2023-10-25 09:57,Australia,Sydney,www.target.com,3145c5ca,Y,
860963,685861,Cheryl Martinez,910379,Dumbbells,Fitness & Sports,UPI,97,1644.47,2024-07-08 00:13,India,Bengaluru,www.bestbuy.com,12ec639b,N,Payment Declined
633051,166013,Brad Avila,834452,Stapler,Office Supplies,Wallet,62,1424.38,2024-04-28 15:43,India,Bengaluru,www.target.com,9393b464,Y,
450345,138816,Joshua Stevens,447468,Jacket,Fashion,UPI,66,1259.27,2024-04-21 20:39,Canada,Toronto,www.target.com,a890ec01,Y,
18788,554220,Trevor Wright,457944,Desk Chair,Office Supplies,Wallet,15,1020.99,2024-03-26 07:58,Canada,Vancouver,www.shopify.com,824f29eb,N,Transaction Timeout
25161,95839,Dennis Graves,813492,Stapler,Office Supplies,CreditCard,32,615.74,2024-08-07 17:05,Australia,Perth,www.flipkart.com,8663750a,N,Expired Card
557235,969723,Donald Howell,485484,Whiteboard,Office Supplies,Wallet,38,460.92,2024-03-04 01:54,Japan,Kyoto,www.shopify.com,db114a1c,N,Insufficient Funds
21640,817348,Michael Cain,559683,Desk Chair,Office Supplies,Wallet,66,115.26,2024-02-04 01:17,Japan,Osaka,www.target.com,97a26b11,N,Expired Card
494294,747577,Allen Strickland,249630,File Folders,Office Supplies,CreditCard,52,1121.84,2023-10-12 04:08,Australia,Perth,www.flipkart.com,c8967db5,Y,
946658,427749,Barbara Walton,607902,Lawn Mower,Garden & Outdoors,Wallet,87,312.14,2024-06-19 12:13,India,Hyderabad,www.target.com,5af7c6cb,N,Payment Declined
246160,693841,Katherine Peterson,137962,Headphones,Electronics,UPI,85,1980.34,2024-06-11 08:29,India,Bengaluru,www.walmart.com,3cd10c4c,N,Payment Declined
366736,378812,Beth Jones,25186,Bluetooth Speaker,Electronics,Wallet,17,411.52,2024-09-09 18:44,Japan,Kyoto,www.walmart.com,aca3ad55,Y,
35086,474570,Michael Brown,358086,Textbook,Books,Wallet,63,135.61,2024-04-09 09:36,India,Chennai,www.flipkart.com,5401dc81,N,Transaction Timeout
47366,715049,Alison Ryan,890851,Dumbbells,Fitness & Sports,CreditCard,58,70.66,2024-10-01 02:17,Canada,Montreal,www.bestbuy.com,7cd4c5ce,N,Transaction Timeout
155770,942213,Brandon Thomas,187876,Sunglasses,Fashion,Wallet,19,1586.86,2024-01-05 21:36,India,Hyderabad,www.bestbuy.com,0953e502,N,Insufficient Funds
413299,118579,Aaron Smith,817408,Textbook,Books,NetBanking,24,245.8,2024-03-08 12:44,Australia,Sydney,www.bestbuy.com,8365242f,Y,
233055,321645,Ronald Gomez,100833,Desk Chair,Office Supplies,UPI,61,1181.0,2024-05-23 01:04,Japan,Yokohama,www.flipkart.com,b1ec7e08,N,Payment Declined
